DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1063/1.2835047,2008.03835616438,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,,,[],"=""2.47 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 74, ""entity_end"": 76, ""property_value_start"": 85, ""property_value_end"": 86, ""property_numeric_value"": 2.47, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.2836266,2008.06849315068,"[6,6]-phenyl- C61 -butyric acid",,[],0,,,[],"=""5.4 %""","=""0.90V""",,"=""50.7 %""","{""power conversion efficiency"": {""entity_name"": ""power-conversion efficiency"", ""entity_start"": 50, ""entity_end"": 53, ""property_value_start"": 56, ""property_value_end"": 57, ""property_numeric_value"": 5.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 60, ""entity_end"": 63, ""property_value_start"": 65, ""property_value_end"": 65, ""property_numeric_value"": 0.9, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 77, ""entity_end"": 78, ""property_value_start"": 80, ""property_value_end"": 81, ""property_numeric_value"": 50.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4765343,2012.84657534247,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 89, ""entity_end"": 91, ""property_value_start"": 93, ""property_value_end"": 94, ""property_numeric_value"": 2.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.3469928,2010.58630136986,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,,,[],"=""2.78 %""",,,"=""61.8 %""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 104, ""entity_end"": 106, ""property_value_start"": 109, ""property_value_end"": 110, ""property_numeric_value"": 2.78, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 95, ""entity_end"": 96, ""property_value_start"": 98, ""property_value_end"": 99, ""property_numeric_value"": 61.8, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.3479916,2010.60547945205,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,,,[],"=""3.92 %""","=""0.583 V""",,"=""0.614""","{""power conversion efficiency"": {""entity_name"": ""Power conversion efficiency"", ""entity_start"": 61, ""entity_end"": 63, ""property_value_start"": 65, ""property_value_end"": 66, ""property_numeric_value"": 3.92, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open circuit voltage"", ""entity_start"": 68, ""entity_end"": 70, ""property_value_start"": 72, ""property_value_end"": 73, ""property_numeric_value"": 0.583, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 85, ""entity_end"": 86, ""property_value_start"": 88, ""property_value_end"": 88, ""property_numeric_value"": 61.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.1320022,2000.81095890411,poly(p-phenylene vinylene),C(=C\c1ccc([*])cc1)/[*],['poly(p-phenylene vinylene)'],0,,,[],"=""2.0 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 37, ""entity_end"": 39, ""property_value_start"": 48, ""property_value_end"": 49, ""property_numeric_value"": 2.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.1883319,2005.2,poly(3-octylthiophene),[*]c1cc(CCCCCCCC)c([*])s1,"['poly(3-octylthiophene)', 'P3OT']",0,,,[],"=""1.06 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 84, ""entity_end"": 86, ""property_value_start"": 88, ""property_value_end"": 89, ""property_numeric_value"": 1.06, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4823582,2013.72876712329,"poly[N-9'-heptadecanyl-2,7-carbazole-alt-5,5-(4',7'-di-2-thienyl-2',1',3'-benzothiadiazole)]",[*]c7ccc6c5ccc(c4ccc(c2ccc(c1ccc([*])s1)c3nsnc23)s4)cc5n(C(CCCCCCCC)CCCCCCCC)c6c7,"[""poly[N-9'-heptadecanyl-2,7-carbazole-alt-5,5-(4',7'-di-2-thienyl-2',1',3'-benzothiadiazole)]"", 'PCDTBT)-base']",0,,,[],"=""6.27 %""","=""1 V""",,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 108, ""entity_end"": 108, ""property_value_start"": 110, ""property_value_end"": 111, ""property_numeric_value"": 6.27, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 132, ""entity_end"": 133, ""property_value_start"": 136, ""property_value_end"": 137, ""property_numeric_value"": 1.0, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4903749,2014.92602739726,"poly(3,4-thylenedioxythiophene)",,"['poly(3,4-thylenedioxythiophene)']",0,,,[],"=""7.43 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 19, ""entity_end"": 21, ""property_value_start"": 63, ""property_value_end"": 64, ""property_numeric_value"": 7.43, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.3601921,2011.46849315068,,,[],0,(polystyrene sulfonic acid),C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['(polystyrene sulfonic acid)', 'PEDOT']","=""2.92 %""",,,"=""66.7 %""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 147, ""entity_end"": 149, ""property_value_start"": 151, ""property_value_end"": 152, ""property_numeric_value"": 2.92, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 141, ""entity_end"": 142, ""property_value_start"": 144, ""property_value_end"": 145, ""property_numeric_value"": 66.7, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4906454,2015.05205479452,"poly(3-hexylthiophene-2,5-diyl)",[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene-2,5-diyl)', 'P3HT']",0,,,[],"=""4.2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 153, ""entity_end"": 155, ""property_value_start"": 157, ""property_value_end"": 158, ""property_numeric_value"": 4.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4734240,2012.5397260274,"poly(3,4-ethylenedioxy-thiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxy-thiophene)']",0,,,[],"=""9.84 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 70, ""entity_end"": 72, ""property_value_start"": 74, ""property_value_end"": 75, ""property_numeric_value"": 9.84, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4790624,2013.09589041096,"poly[N-9'-heptadecanyl-2,7-carbazole-alt-5,5-(4',7'-di-2-thienyl-2',1',3'-benzothiadiazole)]",[*]c7ccc6c5ccc(c4ccc(c2ccc(c1ccc([*])s1)c3nsnc23)s4)cc5n(C(CCCCCCCC)CCCCCCCC)c6c7,"[""poly[N-9'-heptadecanyl-2,7-carbazole-alt-5,5-(4',7'-di-2-thienyl-2',1',3'-benzothiadiazole)]"", 'PCDTBT']",0,,,[],"=""6.27 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 79, ""entity_end"": 81, ""property_value_start"": 83, ""property_value_end"": 84, ""property_numeric_value"": 6.27, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.2799257,2007.7698630137,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT)-([6,6]-phenyl- C71 -butyric acid methyl ester']",0,,,[],"=""4.1 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 101, ""entity_end"": 103, ""property_value_start"": 105, ""property_value_end"": 106, ""property_numeric_value"": 4.1, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4822116,2013.72876712329,poly(styrenesulfonate),O=S(=O)(O)c1ccc(C(C[*])[*])cc1,['poly(styrenesulfonate)'],0,,,[],"=""10.86 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 29, ""entity_end"": 31, ""property_value_start"": 33, ""property_value_end"": 34, ""property_numeric_value"": 10.86, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4822116,2013.72876712329,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],,,"=""32.5 mA/cm^{2}""",,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 97, ""entity_end"": 99, ""property_value_start"": 118, ""property_value_end"": 122, ""property_numeric_value"": 32.5, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4863965,2014.09315068493,"poly(3,4-ethylenedioxythiophene)",C1COc2c(O1)c([*])sc2c4sc([*])c3OCCOc34,"['poly(3,4-ethylenedioxythiophene)']",0,,,[],"=""8.3 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 73, ""entity_end"": 75, ""property_value_start"": 77, ""property_value_end"": 78, ""property_numeric_value"": 8.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4866968,2014.15068493151,PSS,O=S(=O)(O)c1ccc(C(C[*])[*])cc1,['PSS'],0,,,[],"=""11.09 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 49, ""entity_end"": 49, ""property_value_start"": 52, ""property_value_end"": 53, ""property_numeric_value"": 11.09, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.3280370,2010.01095890411,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],0,,,[],"=""2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 32, ""entity_end"": 34, ""property_value_start"": 37, ""property_value_end"": 38, ""property_numeric_value"": 2.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.2975160,2008.6301369863,bis(dithienothiophene),,['bis(dithienothiophene)'],0,,,[],"=""1.48 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 84, ""entity_end"": 86, ""property_value_start"": 88, ""property_value_end"": 89, ""property_numeric_value"": 1.48, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.4812988,2013.50136986301,Si,,['Si'],0,,,[],"=""9.33 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 43, ""entity_end"": 45, ""property_value_start"": 64, ""property_value_end"": 65, ""property_numeric_value"": 9.33, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1063/1.2711707,2007.17534246575,PTEBS,[*]c1cc(CCOCCCCS(=O)(=O)O[Na])c([*])s1,"['sodium poly[2-(3-thienyl)-ethoxy-4-butylsulfonate]', 'PTEBS']",0,,,[],"=""0.43±0.02 %""","=""0.67±0.02V""",,"=""0.53±0.02""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 118, ""entity_end"": 120, ""property_value_start"": 122, ""property_value_end"": 123, ""property_numeric_value"": 0.43, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open-circuit voltage"", ""entity_start"": 103, ""entity_end"": 106, ""property_value_start"": 108, ""property_value_end"": 108, ""property_numeric_value"": 0.67, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 111, ""entity_end"": 112, ""property_value_start"": 114, ""property_value_end"": 114, ""property_numeric_value"": 53.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
